C:\Users\이우진\.jdks\corretto-11.0.19\bin\jcmd.exe 4336 GC.class_histogram
4336:
 num     #instances         #bytes  class name (module)
 373:             2            144  sun.nio.ch.FileChannelImpl (java.base@11.0.19)
 374:             3            144  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@11.0.19)
 375:             4            136  [Lsun.invoke.util.ValueConversions$WrapperCache; (java.base@11.0.19)
 376:             1            136  sun.nio.ch.WindowsSelectorImpl (java.base@11.0.19)
 377:             8            128  com.intellij.util.SameThreadExecutorService
 378:             8            128  com.intellij.util.io.PersistentBTreeEnumerator$RecordBufferHandler$$Lambda$117/0x0000000100257c40
 379:             8            128  com.intellij.util.io.PersistentHashMap
 380:             8            128  com.intellij.util.io.PersistentMapImpl$$Lambda$120/0x0000000100256840
 381:             8            128  com.intellij.util.io.PersistentMapImpl$$Lambda$121/0x0000000100256c40
 382:             8            128  com.intellij.util.io.PersistentMapImpl$1
 383:             8            128  com.intellij.util.io.PersistentMapImpl$MyEnumeratorRecordHandler$$Lambda$118/0x0000000100257040
 384:             8            128  com.intellij.util.io.PersistentMapImpl$MyEnumeratorRecordHandler$$Lambda$119/0x0000000100257440
 385:             2            128  io.netty.util.concurrent.ScheduledFutureTask
 386:             1            128  io.netty.util.internal.InternalThreadLocalMap
 387:             2            128  it.unimi.dsi.fastutil.ints.Int2ObjectOpenHashMap
 388:             2            128  java.io.ExpiringCache$1 (java.base@11.0.19)
 389:             4            128  java.util.Collections$UnmodifiableMap (java.base@11.0.19)
 390:             4            128  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@11.0.19)
 391:             2            128  sun.security.provider.SHA2$SHA256 (java.base@11.0.19)
 392:             4            128  sun.util.resources.Bundles$CacheKey (java.base@11.0.19)
 393:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@11.0.19)
 394:             1            120  [[Ljava.lang.String; (java.base@11.0.19)
 395:             5            120  com.intellij.util.system.CpuArch
 396:             3            120  java.lang.invoke.DirectMethodHandle$Interface (java.base@11.0.19)
 397:             5            120  java.lang.module.ModuleDescriptor$Opens (java.base@11.0.19)
 398:             5            120  java.util.Collections$SingletonList (java.base@11.0.19)
 399:             5            120  java.util.Collections$SynchronizedSet (java.base@11.0.19)
 400:             5            120  java.util.concurrent.LinkedBlockingQueue$Node (java.base@11.0.19)
 401:             5            120  java.util.regex.Pattern$$Lambda$18/0x000000010009a440 (java.base@11.0.19)
 402:             5            120  java.util.stream.StreamOpFlag$Type (java.base@11.0.19)
 403:             1            120  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@11.0.19)
 404:             3            120  jdk.internal.loader.URLClassPath (java.base@11.0.19)
 405:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@11.0.19)
 406:             5            120  jdk.net.ExtendedSocketOptions$ExtSocketOption (jdk.net@11.0.19)
 407:             5            120  org.jdom.Namespace
 408:             5            120  org.jetbrains.jps.incremental.ModuleBuildTarget
 409:             5            120  org.jetbrains.jps.maven.model.impl.MavenAnnotationProcessorTarget
 410:             5            120  sun.nio.fs.WindowsPathType (java.base@11.0.19)
 411:             1            112  [Lcom.intellij.util.containers.hash.LongLinkedHashMap$Entry;
 412:             2            112  [Ljava.nio.file.StandardOpenOption; (java.base@11.0.19)
 413:             1            112  [Lorg.jetbrains.jps.model.java.LanguageLevel;
 414:             1            112  com.intellij.util.io.FilePageCache
 415:             1            112  io.netty.channel.socket.nio.NioSocketChannel
 416:             2            112  java.nio.DirectIntBufferRU (java.base@11.0.19)
 417:             7            112  java.util.regex.Pattern$$Lambda$14/0x000000010009b440 (java.base@11.0.19)
 418:             1            112  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@11.0.19)
 419:             1            112  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@11.0.19)
 420:             2            104  [Lsun.util.logging.PlatformLogger$Level; (java.base@11.0.19)
 421:             1            104  org.jetbrains.jps.builders.java.dependencyView.Mappings
 422:             1            104  sun.security.jca.ProviderList$1 (java.base@11.0.19)
 423:             1            104  sun.security.provider.Sun (java.base@11.0.19)
 424:             5             96  [Ljava.lang.StackTraceElement; (java.base@11.0.19)
 425:             2             96  [Ljava.lang.System$Logger$Level; (java.base@11.0.19)
 426:             3             96  [Ljava.lang.Thread; (java.base@11.0.19)
 427:             4             96  [Ljava.lang.reflect.Type; (java.base@11.0.19)
 428:             4             96  [Ljava.lang.reflect.TypeVariable; (java.base@11.0.19)
 429:             4             96  [Lsun.reflect.generics.tree.FieldTypeSignature; (java.base@11.0.19)
 430:             4             96  io.netty.util.Recycler$2
 431:             4             96  io.netty.util.ResourceLeakDetector$Level
 432:             2             96  it.unimi.dsi.fastutil.ints.IntOpenHashSet
 433:             3             96  java.io.BufferedOutputStream (java.base@11.0.19)
 434:             4             96  java.io.OutputStreamWriter (java.base@11.0.19)
 435:             4             96  java.lang.NamedPackage (java.base@11.0.19)
 436:             3             96  java.lang.Runtime$Version (java.base@11.0.19)
 437:             3             96  java.lang.invoke.SimpleMethodHandle (java.base@11.0.19)
 438:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@11.0.19)
 439:             4             96  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@11.0.19)
 440:             6             96  java.net.InetSocketAddress (java.base@11.0.19)
 441:             4             96  java.util.LinkedList$Node (java.base@11.0.19)
 442:             2             96  java.util.concurrent.ConcurrentSkipListMap (java.base@11.0.19)
 443:             4             96  java.util.jar.Manifest (java.base@11.0.19)
 444:             6             96  java.util.regex.Pattern$$Lambda$17/0x000000010009a040 (java.base@11.0.19)
 445:             4             96  java.util.regex.Pattern$$Lambda$19/0x0000000100099840 (java.base@11.0.19)
 446:             6             96  java.util.regex.Pattern$BitClass$$Lambda$16/0x000000010009ac40 (java.base@11.0.19)
 447:             6             96  java.util.regex.Pattern$BranchConn (java.base@11.0.19)
 448:             4             96  java.util.regex.Pattern$Qtype (java.base@11.0.19)
 449:             4             96  java.util.regex.Pattern$Slice (java.base@11.0.19)
 450:             4             96  java.util.stream.StreamShape (java.base@11.0.19)
 451:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@11.0.19)
 452:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@11.0.19)
 453:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@11.0.19)
 454:             2             96  org.jetbrains.jps.builders.java.dependencyView.IntIntPersistentMultiMaplet$1
 455:             6             96  org.jetbrains.jps.model.impl.JpsDummyElementImpl
 456:             4             96  org.jetbrains.jps.model.impl.JpsUrlListImpl
 457:             4             96  org.jetbrains.jps.model.java.JpsJavaClasspathKind
 458:             4             96  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@11.0.19)
 459:             4             96  sun.reflect.generics.tree.FormalTypeParameter (java.base@11.0.19)
 460:             3             96  sun.security.util.LazyCodeSourcePermissionCollection (java.base@11.0.19)
 461:             3             96  sun.util.locale.provider.LocaleResources (java.base@11.0.19)
 462:             1             88  [Lnet.jpountz.lz4.LZ4Compressor;
 463:             2             88  [Lsun.security.jca.ProviderConfig; (java.base@11.0.19)
 464:             2             80  [F (java.base@11.0.19)
 465:             1             80  [Lio.netty.handler.codec.CodecOutputList;
 466:             1             80  [Ljava.util.List; (java.base@11.0.19)
 467:             1             80  [Ljava.util.concurrent.locks.Lock; (java.base@11.0.19)
 468:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@11.0.19)
 469:             1             80  com.intellij.openapi.diagnostic.RollingFileHandler
 470:             2             80  com.intellij.util.concurrency.BoundedTaskExecutor
 471:             5             80  com.intellij.util.io.keyStorage.InlinedKeyStorage
 472:             1             80  io.netty.buffer.PoolChunk
 473:             1             80  io.netty.buffer.PooledDirectByteBuf
 474:             1             80  it.unimi.dsi.fastutil.objects.Object2LongOpenCustomHashMap
 475:             2             80  java.io.BufferedWriter (java.base@11.0.19)
 476:             2             80  java.io.ExpiringCache (java.base@11.0.19)
 477:             2             80  java.io.FileOutputStream (java.base@11.0.19)
 478:             2             80  java.io.PrintStream (java.base@11.0.19)
 479:             2             80  java.lang.ModuleLayer (java.base@11.0.19)
 480:             2             80  java.lang.UnsupportedOperationException (java.base@11.0.19)
 481:             2             80  java.lang.VirtualMachineError (java.base@11.0.19)
 482:             1             80  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLIILL (java.base@11.0.19)
 483:             1             80  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLLLL (java.base@11.0.19)
 484:             2             80  java.lang.invoke.VarHandleObjects$Array (java.base@11.0.19)
 485:             2             80  java.lang.module.Configuration (java.base@11.0.19)
 486:             5             80  java.util.HashMap$KeySet (java.base@11.0.19)
 487:             2             80  java.util.Locale$Category (java.base@11.0.19)
 488:             2             80  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@11.0.19)
 489:             1             80  org.jetbrains.jps.model.java.impl.compiler.JpsJavaCompilerConfigurationImpl
 490:             2             80  sun.nio.ch.SocketAdaptor (java.base@11.0.19)
 491:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@11.0.19)
 492:             1             80  sun.util.locale.provider.LocaleProviderAdapter$NonExistentAdapter (java.base@11.0.19)
 493:             2             72  [Ljava.lang.Runnable; (java.base@11.0.19)
 494:             3             72  com.intellij.util.ThreeState
 495:             1             72  io.netty.channel.socket.nio.NioSocketChannel$NioSocketChannelConfig
 496:             3             72  io.netty.util.Recycler$DefaultHandle
 497:             3             72  io.netty.util.Recycler$LocalPool
 498:             1             72  it.unimi.dsi.fastutil.objects.Object2LongOpenHashMap
 499:             3             72  java.lang.WeakPairMap (java.base@11.0.19)
 500:             3             72  java.lang.annotation.RetentionPolicy (java.base@11.0.19)
 501:             3             72  java.lang.invoke.MethodHandles$Lookup (java.base@11.0.19)
 502:             3             72  java.lang.invoke.StringConcatFactory$Mode (java.base@11.0.19)
 503:             3             72  java.security.DrbgParameters$Capability (java.base@11.0.19)
 504:             1             72  java.security.SecureRandom (java.base@11.0.19)
 505:             3             72  java.security.SecurityPermission (java.base@11.0.19)
 506:             3             72  java.time.Instant (java.base@11.0.19)
 507:             3             72  java.time.ZoneOffset (java.base@11.0.19)
 508:             1             72  java.util.concurrent.ThreadPoolExecutor (java.base@11.0.19)
 509:             3             72  java.util.regex.Pattern$CharPropertyGreedy (java.base@11.0.19)
 510:             3             72  java.util.regex.Pattern$Start (java.base@11.0.19)
 511:             3             72  java.util.stream.Collector$Characteristics (java.base@11.0.19)
 512:             3             72  java.util.stream.MatchOps$MatchKind (java.base@11.0.19)
 513:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@11.0.19)
 514:             3             72  jdk.internal.module.IllegalAccessLogger$Mode (java.base@11.0.19)
 515:             3             72  org.jetbrains.jps.api.CmdlineRemoteProto$Message$Type
 516:             3             72  org.jetbrains.jps.incremental.fs.FilesDelta
 517:             3             72  org.jetbrains.jps.indices.impl.ModuleExcludeIndexImpl$FileLocation
 518:             3             72  org.jetbrains.jps.intellilang.instrumentation.InstrumentationType
 519:             3             72  org.jetbrains.jps.model.library.JpsLibraryRoot$InclusionOptions
 520:             3             72  org.jetbrains.jps.model.library.impl.JpsLibraryRootRole
 521:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@11.0.19)
 522:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@11.0.19)
 523:             2             64  [Ljava.nio.charset.CoderResult; (java.base@11.0.19)
 524:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@11.0.19)
 525:             1             64  [Lorg.jdom.AttributeType;
 526:             2             64  com.fasterxml.aalto.in.ReaderConfig$EncodingContext
 527:             1             64  com.google.protobuf.CodedInputStream$ArrayDecoder
 528:             2             64  com.intellij.util.EventDispatcher
 529:             2             64  com.intellij.util.io.StorageLockContext
 530:             4             64  com.sun.proxy.$Proxy2
 531:             2             64  io.netty.buffer.EmptyByteBuf
 532:             2             64  io.netty.buffer.PoolThreadCache$NormalMemoryRegionCache
 533:             1             64  io.netty.buffer.PooledByteBufAllocator
 534:             2             64  io.netty.channel.AdaptiveRecvByteBufAllocator
 535:             1             64  io.netty.channel.ChannelOutboundBuffer
 536:             1             64  io.netty.channel.ChannelOutboundBuffer$Entry
 537:             1             64  io.netty.channel.DefaultChannelPipeline$HeadContext
 538:             2             64  io.netty.util.concurrent.DefaultPromise
 539:             1             64  io.netty.util.concurrent.GlobalEventExecutor
 540:             4             64  io.netty.util.internal.ObjectPool$RecyclerObjectPool
 541:             4             64  io.netty.util.internal.TypeParameterMatcher$ReflectiveMatcher
 542:             2             64  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@11.0.19)
 543:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@11.0.19)
 544:             2             64  java.security.BasicPermissionCollection (java.base@11.0.19)
 545:             2             64  java.security.MessageDigest$Delegate (java.base@11.0.19)
 546:             4             64  java.util.HashMap$Values (java.base@11.0.19)
 547:             2             64  java.util.LinkedList (java.base@11.0.19)
 548:             4             64  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@11.0.19)
 549:             4             64  java.util.jar.Attributes (java.base@11.0.19)
 550:             1             64  java.util.logging.LogManager$RootLogger (java.logging@11.0.19)
 551:             2             64  java.util.stream.FindOps$FindOp (java.base@11.0.19)
 552:             2             64  org.jetbrains.jps.builders.java.FilteredResourceRootDescriptor
 553:             1             64  org.jetbrains.jps.cmdline.ProjectDescriptor
 554:             2             64  org.jetbrains.jps.incremental.groovy.GroovyBuilder
 555:             4             64  org.jetbrains.jps.model.impl.JpsUrlListRole
 556:             2             56  [Ljava.nio.file.OpenOption; (java.base@11.0.19)
 557:             1             56  [Ljava.util.logging.Level; (java.logging@11.0.19)
 558:             1             56  [[I (java.base@11.0.19)
 559:             1             56  com.intellij.util.containers.hash.LinkedHashMap
 560:             1             56  io.netty.channel.DefaultChannelPipeline$TailContext
 561:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@11.0.19)
 562:             1             56  java.lang.invoke.BoundMethodHandle$Species_LIILLL (java.base@11.0.19)
 563:             1             56  java.net.SocketPermission (java.base@11.0.19)
 564:             1             56  java.util.logging.LogManager (java.logging@11.0.19)
 565:             1             56  jdk.internal.ref.CleanerImpl$SoftCleanableRef (java.base@11.0.19)
 566:             1             56  org.jetbrains.jps.api.CmdlineRemoteProto$Message
 567:             1             56  org.jetbrains.jps.api.CmdlineRemoteProto$Message$BuilderMessage
 568:             1             56  org.jetbrains.jps.incremental.storage.BuildDataManager
 569:             1             56  sun.nio.ch.SinkChannelImpl (java.base@11.0.19)
 570:             1             56  sun.nio.ch.SourceChannelImpl (java.base@11.0.19)
 571:             1             48  [Lcom.google.protobuf.GeneratedMessageLite$MethodToInvoke;
 572:             3             48  [Ljava.lang.annotation.Annotation; (java.base@11.0.19)
 573:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@11.0.19)
 574:             1             48  [Lorg.jdom.Content$CType;
 575:             1             48  [Lorg.jetbrains.jps.api.CmdlineRemoteProto$Message$BuilderMessage$Type;
 576:             1             48  [Lorg.jetbrains.jps.incremental.BuilderCategory;
 577:             1             48  [Lsun.nio.ch.SelectionKeyImpl; (java.base@11.0.19)
 578:             1             48  com.fasterxml.aalto.in.ByteBasedPNameTable
 579:             2             48  com.fasterxml.aalto.in.NsBinding
 580:             2             48  com.google.protobuf.ProtoSyntax
 581:             2             48  com.google.protobuf.Writer$FieldOrder
 582:             2             48  com.intellij.openapi.diagnostic.IdeaLogRecordFormatter
 583:             1             48  com.intellij.openapi.diagnostic.JulLogger$OptimizedConsoleHandler
 584:             2             48  com.intellij.openapi.util.LowMemoryWatcher$LowMemoryWatcherType
 585:             2             48  com.intellij.openapi.util.NotNullLazyValue$2
 586:             2             48  com.intellij.openapi.util.Pair
 587:             3             48  com.intellij.openapi.util.io.FileFilters$$Lambda$128/0x000000010027fc40
 588:             2             48  com.intellij.util.EventDispatcher$$Lambda$75/0x00000001001e6c40
 589:             2             48  com.intellij.util.PathUtilRt$Platform
 590:             2             48  com.intellij.util.containers.ConcurrentFactoryMap$2
 591:             2             48  com.intellij.util.containers.DisposableWrapperList
 592:             1             48  com.intellij.util.io.FilePageCache$1
 593:             2             48  io.netty.buffer.PoolArena$SizeClass
 594:             1             48  io.netty.buffer.PoolThreadCache
 595:             1             48  io.netty.channel.AbstractChannel$CloseFuture
 596:             1             48  io.netty.channel.DefaultChannelPipeline
 597:             2             48  io.netty.channel.VoidChannelPromise
 598:             3             48  io.netty.util.concurrent.PromiseTask$SentinelRunnable
 599:             2             48  io.netty.util.internal.DefaultPriorityQueue
 600:             3             48  it.unimi.dsi.fastutil.objects.Object2ObjectOpenCustomHashMap$MapEntrySet
 601:             2             48  java.io.File$PathStatus (java.base@11.0.19)
 602:             2             48  java.lang.ClassValue$Version (java.base@11.0.19)
 603:             1             48  java.lang.ProcessEnvironment (java.base@11.0.19)
 604:             1             48  java.lang.StackTraceElement (java.base@11.0.19)
 605:             2             48  java.lang.StringCoding$Result (java.base@11.0.19)
 606:             2             48  java.lang.ThreadLocal$ThreadLocalMap (java.base@11.0.19)
 607:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@11.0.19)
 608:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLLL (java.base@11.0.19)
 609:             2             48  java.lang.management.ManagementPermission (java.management@11.0.19)
 610:             2             48  java.lang.reflect.ReflectPermission (java.base@11.0.19)
 611:             2             48  java.net.StandardProtocolFamily (java.base@11.0.19)
 612:             3             48  java.nio.channels.FileChannel$MapMode (java.base@11.0.19)
 613:             3             48  java.nio.charset.CodingErrorAction (java.base@11.0.19)
 614:             3             48  java.util.IdentityHashMap$KeySet (java.base@11.0.19)
 615:             3             48  java.util.Optional (java.base@11.0.19)
 616:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@11.0.19)
 617:             1             48  java.util.TreeMap (java.base@11.0.19)
 618:             3             48  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@11.0.19)
 619:             1             48  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@11.0.19)
 620:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@11.0.19)
 621:             2             48  java.util.logging.LoggingPermission (java.logging@11.0.19)
 622:             1             48  jdk.internal.jimage.ImageHeader (java.base@11.0.19)
 623:             2             48  jdk.internal.misc.Signal (java.base@11.0.19)
 624:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@11.0.19)
 625:             3             48  jdk.internal.module.ServicesCatalog (java.base@11.0.19)
 626:             1             48  jdk.internal.ref.CleanerImpl$WeakCleanableRef (java.base@11.0.19)
 627:             1             48  org.jetbrains.jps.api.CmdlineRemoteProto$Message$UUID
 628:             2             48  org.jetbrains.jps.builders.java.JavaModuleBuildTargetType
 629:             2             48  org.jetbrains.jps.builders.java.ResourcesTargetType
 630:             2             48  org.jetbrains.jps.builders.java.dependencyView.IntIntPersistentMultiMaplet
 631:             1             48  org.jetbrains.jps.builders.java.dependencyView.IntObjectPersistentMultiMaplet$1
 632:             1             48  org.jetbrains.jps.builders.java.dependencyView.NaturalIntIntPersistentMultiMaplet$2
 633:             1             48  org.jetbrains.jps.builders.java.dependencyView.ObjectObjectPersistentMultiMaplet$1
 634:             2             48  org.jetbrains.jps.gradle.model.impl.GradleResourcesTargetType
 635:             2             48  org.jetbrains.jps.incremental.groovy.CheckResourcesTarget
 636:             2             48  org.jetbrains.jps.incremental.groovy.CheckResourcesTarget$Type
 637:             2             48  org.jetbrains.jps.incremental.relativizer.CommonPathRelativizer
 638:             2             48  org.jetbrains.jps.maven.model.impl.MavenAnnotationProcessorTargetType
 639:             2             48  org.jetbrains.jps.maven.model.impl.MavenResourcesTargetType
 640:             2             48  org.jetbrains.jps.model.java.JavaResourceRootType
 641:             2             48  org.jetbrains.jps.model.java.JavaSourceRootType
 642:             2             48  org.jetbrains.jps.model.java.impl.compiler.JpsCompilerExcludesImpl
 643:             1             48  org.jetbrains.jps.model.java.impl.compiler.ProcessorConfigProfileImpl
 644:             3             48  org.jetbrains.jps.model.library.impl.JpsLibraryCollectionImpl
 645:             2             48  org.jetbrains.jps.model.module.impl.JpsSdkReferencesTableImpl
 646:             2             48  org.jetbrains.jps.model.serialization.library.JpsLibraryRootTypeSerializer
 647:             1             48  org.jetbrains.kotlin.jps.model.Kotlin2JsCompilerArgumentsSerializer$1
 648:             1             48  org.jetbrains.kotlin.jps.model.Kotlin2JvmCompilerArgumentsSerializer$1
 649:             1             48  org.jetbrains.kotlin.jps.model.KotlinCommonCompilerArgumentsSerializer$1
 650:             1             48  org.jetbrains.kotlin.jps.model.KotlinCompilerSettingsSerializer$1
 651:             1             48  org.jetbrains.kotlin.jps.model.KotlinJpsPluginSettingsSerializer$1
 652:             3             48  sun.nio.ch.FileDispatcherImpl (java.base@11.0.19)
 653:             2             48  sun.nio.ch.NativeThreadSet (java.base@11.0.19)
 654:             1             48  sun.nio.ch.SelectionKeyImpl (java.base@11.0.19)
 655:             1             48  sun.nio.ch.WindowsSelectorImpl$FdMap (java.base@11.0.19)
 656:             2             48  sun.security.jca.ProviderList (java.base@11.0.19)
 657:             2             48  sun.security.jca.ProviderList$3 (java.base@11.0.19)
 658:             1             48  sun.security.provider.MoreDrbgParameters (java.base@11.0.19)
 659:             1             40  [Lcom.intellij.diagnostic.LoadingState;
 660:             1             40  [Lcom.intellij.util.system.CpuArch;
 661:             1             40  [Ljava.lang.Thread$State; (java.base@11.0.19)
 662:             1             40  [Ljava.lang.invoke.StringConcatFactory$Strategy; (java.base@11.0.19)
 663:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@11.0.19)
 664:             1             40  [Ljava.nio.charset.Charset; (java.base@11.0.19)
 665:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@11.0.19)
 666:             1             40  [Lsun.nio.fs.WindowsPathType; (java.base@11.0.19)
 667:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@11.0.19)
 668:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@11.0.19)
 669:             1             40  com.intellij.openapi.fileTypes.impl.FileTypeAssocTable
 670:             1             40  com.intellij.util.io.DirectByteBufferAllocator
 671:             1             40  com.intellij.util.io.OpenChannelsCache
 672:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@11.0.19)
 673:             1             40  io.netty.buffer.LongLongHashMap
 674:             1             40  io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry
 675:             1             40  io.netty.channel.socket.nio.NioSocketChannel$NioSocketChannelUnsafe
 676:             1             40  io.netty.handler.codec.protobuf.ProtobufVarint32FrameDecoder
 677:             1             40  io.netty.util.concurrent.DefaultPromise$StacklessCancellationException
 678:             1             40  java.io.BufferedInputStream (java.base@11.0.19)
 679:             1             40  java.io.FileInputStream (java.base@11.0.19)
 680:             1             40  java.lang.ArithmeticException (java.base@11.0.19)
 681:             1             40  java.lang.NullPointerException (java.base@11.0.19)
 682:             1             40  java.lang.Package$VersionInfo (java.base@11.0.19)
 683:             1             40  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@11.0.19)
 684:             1             40  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@11.0.19)
 685:             1             40  java.util.ResourceBundle$2 (java.base@11.0.19)
 686:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@11.0.19)
 687:             1             40  jdk.internal.reflect.UnsafeQualifiedStaticLongFieldAccessorImpl (java.base@11.0.19)
 688:             1             40  net.jpountz.lz4.LZ4Factory
 689:             1             40  org.jetbrains.jps.builders.java.JavaSourceRootDescriptor
 690:             1             40  org.jetbrains.jps.cmdline.PreloadedData
 691:             1             40  org.jetbrains.jps.incremental.storage.BuildTargetsState
 692:             1             40  org.jetbrains.jps.incremental.storage.FileTimestampStorage
 693:             1             40  org.jetbrains.jps.incremental.storage.OneToManyPathsMapping
 694:             1             40  org.jetbrains.jps.incremental.storage.OutputToTargetRegistry
 695:             1             40  org.jetbrains.jps.model.impl.JpsGlobalImpl
 696:             1             40  org.jetbrains.jps.model.impl.JpsProjectImpl
 697:             1             40  org.jetbrains.jps.model.java.compiler.EclipseCompilerOptions
 698:             1             40  org.jetbrains.jps.model.java.impl.JpsJavaModuleExtensionImpl
 699:             1             40  sun.nio.ch.FileChannelImpl$Unmapper (java.base@11.0.19)
 700:             1             40  sun.nio.ch.WindowsSelectorImpl$SubSelector (java.base@11.0.19)
 701:             1             40  sun.nio.cs.StandardCharsets$Aliases (java.base@11.0.19)
 702:             1             40  sun.nio.cs.StandardCharsets$Cache (java.base@11.0.19)
 703:             1             40  sun.nio.cs.StandardCharsets$Classes (java.base@11.0.19)
 704:             1             40  sun.text.resources.cldr.FormatData (java.base@11.0.19)
 705:             1             40  sun.text.resources.cldr.ext.FormatData_ko (jdk.localedata@11.0.19)
 706:             1             40  sun.util.resources.Bundles$1 (java.base@11.0.19)
 707:             1             40  sun.util.resources.cldr.CalendarData (java.base@11.0.19)
 708:             1             32  [Lcom.intellij.util.ThreeState;
 709:             1             32  [Lio.netty.util.ResourceLeakDetector$Level;
 710:             2             32  [Ljava.io.File; (java.base@11.0.19)
 711:             1             32  [Ljava.lang.OutOfMemoryError; (java.base@11.0.19)
 712:             1             32  [Ljava.lang.ThreadGroup; (java.base@11.0.19)
 713:             1             32  [Ljava.lang.invoke.StringConcatFactory$Mode; (java.base@11.0.19)
 714:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@11.0.19)
 715:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@11.0.19)
 716:             1             32  [Ljava.security.DrbgParameters$Capability; (java.base@11.0.19)
 717:             2             32  [Ljava.security.cert.Certificate; (java.base@11.0.19)
 718:             2             32  [Ljava.util.Map$Entry; (java.base@11.0.19)
 719:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@11.0.19)
 720:             1             32  [Ljava.util.stream.MatchOps$MatchKind; (java.base@11.0.19)
 721:             1             32  [Ljava.util.stream.StreamShape; (java.base@11.0.19)
 722:             1             32  [Ljdk.internal.logger.BootstrapLogger$LoggingBackend; (java.base@11.0.19)
 723:             1             32  [Ljdk.internal.module.IllegalAccessLogger$Mode; (java.base@11.0.19)
 724:             1             32  [Lorg.jetbrains.jps.api.CmdlineRemoteProto$Message$Type;
 725:             1             32  [Lorg.jetbrains.jps.indices.impl.ModuleExcludeIndexImpl$FileLocation;
 726:             1             32  [Lorg.jetbrains.jps.intellilang.instrumentation.InstrumentationType;
 727:             1             32  [Lorg.jetbrains.jps.model.java.JpsJavaClasspathKind;
 728:             1             32  [Lorg.jetbrains.jps.model.library.JpsLibraryRoot$InclusionOptions;
 729:             1             32  [Lorg.jetbrains.jps.model.serialization.JpsGlobalExtensionSerializer;
 730:             1             32  [Lsun.nio.fs.NativeBuffer; (java.base@11.0.19)
 731:             1             32  com.fasterxml.aalto.util.BufferRecycler
 732:             2             32  com.fasterxml.aalto.util.UriCanonicalizer
 733:             1             32  com.fasterxml.aalto.util.XmlCharTypes
 734:             1             32  com.google.protobuf.DescriptorMessageInfoFactory$IsInitializedCheckAnalyzer
 735:             1             32  com.google.protobuf.UnknownFieldSetLite
 736:             2             32  com.google.protobuf.UnknownFieldSetSchema
 737:             2             32  com.intellij.openapi.util.ThreadLocalCachedByteArray
 738:             2             32  com.intellij.openapi.util.io.PathExecLazyValue$$Lambda$70/0x00000001001ad840
 739:             2             32  com.intellij.util.EventDispatcher$$Lambda$74/0x00000001001e6840
 740:             2             32  com.intellij.util.containers.FastUtilCharSequenceHashingStrategy
