C:\Users\이우진\.jdks\corretto-11.0.19\bin\jcmd.exe 33000 GC.class_histogram -all
33000:
 num     #instances         #bytes  class name (module)
 368:             1             24  java.io.InputStreamReader (java.base@11.0.19)
 369:             1             24  java.lang.Double (java.base@11.0.19)
 370:             1             24  java.lang.Long (java.base@11.0.19)
 371:             1             24  java.lang.PublicMethods$MethodList (java.base@11.0.19)
 372:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@11.0.19)
 373:             1             24  java.lang.reflect.ReflectPermission (java.base@11.0.19)
 374:             1             24  java.net.Inet4Address (java.base@11.0.19)
 375:             1             24  java.net.Inet6AddressImpl (java.base@11.0.19)
 376:             1             24  java.net.Proxy (java.base@11.0.19)
 377:             1             24  java.util.Collections$EmptyMap (java.base@11.0.19)
 378:             1             24  java.util.Collections$UnmodifiableRandomAccessList (java.base@11.0.19)
 379:             1             24  java.util.Locale$Cache (java.base@11.0.19)
 380:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@11.0.19)
 381:             1             24  java.util.jar.Manifest (java.base@11.0.19)
 382:             1             24  java.util.zip.ZipCoder$UTF8 (java.base@11.0.19)
 383:             1             24  java.util.zip.ZipFile$Source$Key (java.base@11.0.19)
 384:             1             24  jdk.internal.jimage.ImageReader (java.base@11.0.19)
 385:             1             24  jdk.internal.loader.BuiltinClassLoader$5 (java.base@11.0.19)
 386:             1             24  jdk.internal.loader.URLClassPath$FileLoader (java.base@11.0.19)
 387:             1             24  jdk.internal.module.ModuleBootstrap$SafeModuleFinder (java.base@11.0.19)
 388:             1             24  jdk.internal.module.ModuleHashes (java.base@11.0.19)
 389:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleReader (java.base@11.0.19)
 390:             1             24  sun.instrument.TransformerManager (java.instrument@11.0.19)
 391:             1             24  sun.nio.ch.NativeThreadSet (java.base@11.0.19)
 392:             1             24  sun.nio.cs.ISO_8859_1 (java.base@11.0.19)
 393:             1             24  sun.nio.cs.MS949 (java.base@11.0.19)
 394:             1             24  sun.nio.cs.ThreadLocalCoders$1 (java.base@11.0.19)
 395:             1             24  sun.nio.cs.ThreadLocalCoders$2 (java.base@11.0.19)
 396:             1             24  sun.nio.cs.US_ASCII (java.base@11.0.19)
 397:             1             24  sun.nio.cs.UTF_16 (java.base@11.0.19)
 398:             1             24  sun.nio.cs.UTF_16BE (java.base@11.0.19)
 399:             1             24  sun.nio.cs.UTF_16LE (java.base@11.0.19)
 400:             1             24  sun.nio.cs.UTF_8 (java.base@11.0.19)
 401:             1             24  sun.nio.fs.WindowsFileSystem (java.base@11.0.19)
 402:             1             24  sun.nio.fs.WindowsPathParser$Result (java.base@11.0.19)
 403:             1             24  sun.nio.fs.WindowsSecurityDescriptor (java.base@11.0.19)
 404:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@11.0.19)
 405:             1             24  sun.util.locale.BaseLocale$Cache (java.base@11.0.19)
 406:             1             24  sun.util.locale.provider.LocaleServiceProviderPool (java.base@11.0.19)
 407:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl (java.base@11.0.19)
 408:             1             16  [D (java.base@11.0.19)
 409:             1             16  [F (java.base@11.0.19)
 410:             1             16  [Ljava.lang.Throwable; (java.base@11.0.19)
 411:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@11.0.19)
 412:             1             16  [Ljava.security.cert.Certificate; (java.base@11.0.19)
 413:             1             16  [Lsun.instrument.TransformerManager$TransformerInfo; (java.instrument@11.0.19)
 414:             1             16  [Lsun.util.calendar.ZoneInfoFile$ZoneOffsetTransitionRule; (java.base@11.0.19)
 415:             1             16  [Z (java.base@11.0.19)
 416:             1             16  java.io.FileDescriptor$1 (java.base@11.0.19)
 417:             1             16  java.io.FileInputStream$1 (java.base@11.0.19)
 418:             1             16  java.io.RandomAccessFile$2 (java.base@11.0.19)
 419:             1             16  java.lang.CharacterData00 (java.base@11.0.19)
 420:             1             16  java.lang.CharacterDataLatin1 (java.base@11.0.19)
 421:             1             16  java.lang.Float (java.base@11.0.19)
 422:             1             16  java.lang.Runtime (java.base@11.0.19)
 423:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@11.0.19)
 424:             1             16  java.lang.StringCoding$1 (java.base@11.0.19)
 425:             1             16  java.lang.System$2 (java.base@11.0.19)
 426:             1             16  java.lang.Terminator$1 (java.base@11.0.19)
 427:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@11.0.19)
 428:             1             16  java.lang.invoke.MemberName$Factory (java.base@11.0.19)
 429:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@11.0.19)
 430:             1             16  java.lang.invoke.VarHandle$1 (java.base@11.0.19)
 431:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@11.0.19)
 432:             1             16  java.lang.ref.Cleaner (java.base@11.0.19)
 433:             1             16  java.lang.ref.Cleaner$1 (java.base@11.0.19)
 434:             1             16  java.lang.ref.Reference$1 (java.base@11.0.19)
 435:             1             16  java.lang.reflect.ReflectAccess (java.base@11.0.19)
 436:             1             16  java.net.InetAddress$2 (java.base@11.0.19)
 437:             1             16  java.net.InetAddress$PlatformNameService (java.base@11.0.19)
 438:             1             16  java.net.URI$1 (java.base@11.0.19)
 439:             1             16  java.net.URL$3 (java.base@11.0.19)
 440:             1             16  java.net.URL$DefaultFactory (java.base@11.0.19)
 441:             1             16  java.nio.Bits$1 (java.base@11.0.19)
 442:             1             16  java.nio.Buffer$1 (java.base@11.0.19)
 443:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@11.0.19)
 444:             1             16  java.util.Collections$EmptyEnumeration (java.base@11.0.19)
 445:             1             16  java.util.Collections$EmptyIterator (java.base@11.0.19)
 446:             1             16  java.util.Collections$EmptyList (java.base@11.0.19)
 447:             1             16  java.util.Collections$EmptySet (java.base@11.0.19)
 448:             1             16  java.util.Collections$SingletonSet (java.base@11.0.19)
 449:             1             16  java.util.EnumMap$1 (java.base@11.0.19)
 450:             1             16  java.util.HashMap$EntrySet (java.base@11.0.19)
 451:             1             16  java.util.ResourceBundle$1 (java.base@11.0.19)
 452:             1             16  java.util.ResourceBundle$Control (java.base@11.0.19)
 453:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@11.0.19)
 454:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@11.0.19)
 455:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@11.0.19)
 456:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@11.0.19)
 457:             1             16  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@11.0.19)
 458:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@11.0.19)
 459:             1             16  java.util.concurrent.atomic.AtomicBoolean (java.base@11.0.19)
 460:             1             16  java.util.jar.Attributes (java.base@11.0.19)
 461:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@11.0.19)
 462:             1             16  java.util.stream.Collectors$$Lambda$5/0x0000000800061440 (java.base@11.0.19)
 463:             1             16  java.util.stream.Collectors$$Lambda$6/0x0000000800061840 (java.base@11.0.19)
 464:             1             16  java.util.stream.Collectors$$Lambda$7/0x0000000800061c40 (java.base@11.0.19)
 465:             1             16  java.util.stream.Collectors$$Lambda$8/0x0000000800062040 (java.base@11.0.19)
 466:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$10/0x0000000800062840 (java.base@11.0.19)
 467:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$11/0x0000000800062c40 (java.base@11.0.19)
 468:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$12/0x0000000800063040 (java.base@11.0.19)
 469:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$13/0x0000000800063440 (java.base@11.0.19)
 470:             1             16  java.util.zip.ZipFile$1 (java.base@11.0.19)
 471:             1             16  jdk.internal.jimage.BasicImageReader$2 (java.base@11.0.19)
 472:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@11.0.19)
 473:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@11.0.19)
 474:             1             16  jdk.internal.jimage.NativeImageBuffer$1 (java.base@11.0.19)
 475:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@11.0.19)
 476:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@11.0.19)
 477:             1             16  jdk.internal.misc.Unsafe (java.base@11.0.19)
 478:             1             16  jdk.internal.module.DefaultRoots$$Lambda$1/0x0000000800060040 (java.base@11.0.19)
 479:             1             16  jdk.internal.module.DefaultRoots$$Lambda$2/0x0000000800060840 (java.base@11.0.19)
 480:             1             16  jdk.internal.module.DefaultRoots$$Lambda$4/0x0000000800061040 (java.base@11.0.19)
 481:             1             16  jdk.internal.module.DefaultRoots$$Lambda$9/0x0000000800062440 (java.base@11.0.19)
 482:             1             16  jdk.internal.module.ModulePatcher (java.base@11.0.19)
 483:             1             16  jdk.internal.module.ModuleTarget (java.base@11.0.19)
 484:             1             16  jdk.internal.perf.Perf (java.base@11.0.19)
 485:             1             16  jdk.internal.reflect.ConstantPool (java.base@11.0.19)
 486:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@11.0.19)
 487:             1             16  jdk.internal.util.Preconditions$1 (java.base@11.0.19)
 488:             1             16  sun.net.spi.DefaultProxySelector (java.base@11.0.19)
 489:             1             16  sun.net.www.protocol.file.Handler (java.base@11.0.19)
 490:             1             16  sun.net.www.protocol.jar.Handler (java.base@11.0.19)
 491:             1             16  sun.net.www.protocol.jrt.Handler (java.base@11.0.19)
 492:             1             16  sun.nio.ch.FileChannelImpl$Closer (java.base@11.0.19)
 493:             1             16  sun.nio.ch.IOUtil$1 (java.base@11.0.19)
 494:             1             16  sun.nio.ch.Util$1 (java.base@11.0.19)
 495:             1             16  sun.nio.ch.Util$4 (java.base@11.0.19)
 496:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@11.0.19)
 497:             1             16  sun.nio.fs.WindowsChannelFactory$1 (java.base@11.0.19)
 498:             1             16  sun.nio.fs.WindowsFileSystemProvider (java.base@11.0.19)
 499:             1             16  sun.util.calendar.Gregorian (java.base@11.0.19)
 500:             1             16  sun.util.calendar.ZoneInfoFile$1 (java.base@11.0.19)
 501:             1             16  sun.util.calendar.ZoneInfoFile$Checksum (java.base@11.0.19)
 502:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@11.0.19)
 503:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda$14/0x0000000800065840 (java.base@11.0.19)
 504:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$1 (java.base@11.0.19)
 505:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@11.0.19)
 506:             1             16  sun.util.locale.provider.JRELocaleProviderAdapter$$Lambda$15/0x0000000800065c40 (java.base@11.0.19)
 507:             1             16  sun.util.locale.provider.JRELocaleProviderAdapter$$Lambda$16/0x00000008000a8040 (java.base@11.0.19)
 508:             1             16  sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter (java.base@11.0.19)
 509:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@11.0.19)
 510:             1             16  sun.util.resources.provider.NonBaseLocaleDataMetaInfo (jdk.localedata@11.0.19)
Total         35310        2139200
